t,p_x,p_y,p_z
18.080000000000002,17.28656088543397,-3.4363878977283893,2.4738620778290867
18.12,17.303974104179964,-3.3711205687532555,2.4639417039255433
18.16,17.317866006880347,-3.3001739398254064,2.453554203839824
18.2,17.32859564902434,-3.224221643894506,2.44296613438021
18.240000000000002,17.336567854371097,-3.143983643690958,2.432428771317312
18.28,17.342204717033074,-3.06017807445434,2.422158987738296
18.32,17.345939616571293,-2.9735221658928643,2.4123342842998534
18.36,17.348191172166775,-2.8846952335834097,2.4030881732221414
18.400000000000002,17.349369070595646,-2.7943529898168187,2.394514416141921
18.44,17.349859615721158,-2.703088851133267,2.3866705268076998
18.48,17.350019202317394,-2.611449540980213,2.3795819246217165
18.52,17.350162234480024,-2.5199084525710043,2.3732488051285414
18.56,17.350572050216357,-2.42886854346151,2.3676546945452106
18.6,17.351492277930824,-2.3386538713852723,2.3627739340345113
18.64,17.35313014309825,-2.2495271262179495,2.3585753617656686
18.68,17.355650119106215,-2.161680501906182,2.355027988070991
18.72,17.35916966909298,-2.075237270458843,2.3521039539910045
18.76,17.363759884901558,-1.9902510768911965,2.3497832765564146
18.8,17.36944953445363,-1.9067228585415261,2.3480522690379337
18.84,17.376222072760697,-1.824608210523525,2.3469053123777392
18.88,17.384026575070443,-1.7438314485086084,2.346341381826204
18.92,17.392782802627405,-1.6642892438885013,2.346360691639359
18.96,17.402379524779615,-1.5858521642245507,2.3469649624229794
19.0,17.41267575351743,-1.5083642020452288,2.3481576100039874
19.04,17.423515513831063,-1.4316474228457117,2.3499412690791615
19.080000000000002,17.434732980767542,-1.3555137104457902,2.3523161693107375
19.12,17.44615862125499,-1.279778970466091,2.3552785399832272
19.16,17.457620657400227,-1.2042649379335668,2.358821511857773
19.2,17.468948516352675,-1.1287962302357948,2.3629321296767323
19.240000000000002,17.47997581729346,-1.0532112699260485,2.367594323838057
19.28,17.490546276181988,-0.9773754819962711,2.372793068808323
19.32,17.500519413806852,-0.9011703926778797,2.3785114722591105
19.36,17.509764678999932,-0.8244908939660675,2.38472893198114
19.400000000000002,17.51817210885068,-0.7472535679215145,2.391424028344441
19.44,17.525654096910102,-0.6693999010091959,2.39857734547319
19.48,17.53213980791135,-0.5908988250705355,2.406170889429206
19.52,17.537573060023075,-0.5117390996998579,2.4141887766289885
19.56,17.541922641686355,-0.43193183665002705,2.4226180145718152
19.6,17.54518200756489,-0.3515092378180307,2.431447581996014
19.64,17.547362320444282,-0.27052426611280117,2.440668633922443
19.68,17.548490278420093,-0.18903777555009138,2.4502735695845046
19.72,17.548607764192404,-0.10711950292093796,2.4602553649489813
19.76,17.54776788456636,-0.024849919249835997,2.4706063040531916
19.8,17.546030324078714,0.057673826801860194,2.4813207034722
19.84,17.543457397364225,0.14034354559941367,2.4923923621419335
19.88,17.540106747692374,0.22304885833576577,2.503813305288521
19.92,17.53603387555265,0.30567252253965754,2.5155749593040833
19.96,17.531296088797795,0.38809173787701073,2.5276669697417793
20.0,17.525959757474947,0.47018396958188763,2.5400773945202295
20.04,17.52008841056887,0.5518271693911551,2.552795199313747
20.080000000000002,17.51374223035317,0.6329024727685012,2.5658085720389994
20.12,17.506979657867063,0.7132975501955606,2.5791037334345033
20.16,17.499868557034485,0.7929080511780795,2.592664861582783
20.2,17.492479964565856,0.8716324064936684,2.606475328663241
20.240000000000002,17.484885592842023,0.9493738193045926,2.6205193388939425
20.28,17.477156139049015,1.0260409836477664,2.634782658440447
20.32,17.469360437080994,1.1015637548136519,2.649251023271955
20.36,17.46156010897235,1.1758936639639672,2.663909784862061
20.400000000000002,17.45381212903749,1.2489997026722002,2.678743784020795
20.44,17.446171529659097,1.320860602900219,2.6937383136767488
20.48,17.438681837628764,1.3914625508568446,2.7088791061401643
20.52,17.431371348448256,1.4608100602185912,2.724153239111564
20.56,17.424264646775182,1.5289171396597936,2.739547131269798
20.6,17.417378768033437,1.5958028253866396,2.755048660462256
20.64,17.410714390976672,1.6614953876526597,2.7706473125552167
20.68,17.404271576034194,1.7260279032840566,2.7863326935543484
20.72,17.398049519057146,1.7894376830170522,2.802094353822823
20.76,17.392043331830152,1.851769974825868,2.8179206994188584
20.8,17.386238778764348,1.913066730049046,2.833800911852838
20.84,17.380619241768724,1.9733680402508325,2.849725014754605
20.88,17.37516751542034,2.0327176406999397,2.8656846679874945
20.92,17.36986090113731,2.091161939625906,2.8816718945102724
20.96,17.364675302260192,2.1487465503031054,2.8976782062628477
21.0,17.359585686848373,2.205512863653676,2.9136948677336383
21.04,17.354572467130055,2.2614897451646963,2.9297127621713543
21.080000000000002,17.349619855407816,2.316687100824417,2.9457238154838916
21.12,17.344718632179212,2.3711042350278415,2.9617184247415667
21.16,17.3398599679958,2.4247355964117516,2.9776858229825334
21.2,17.33503307072314,2.477577812760874,2.993616603984216
21.240000000000002,17.33022976129438,2.5296306994298225,3.0095026973318997
21.28,17.325442315999705,2.5808951322968134,3.025334827431746
21.32,17.32065858043815,2.631367603240007,3.0411043133002518
21.36,17.315868956735965,2.6810380591903904,3.0568030096133385
21.400000000000002,17.311063962260842,2.7298985264069713,3.072421998000716
21.44,17.306237403493466,2.777939578532949,3.0879517455396783
21.48,17.30139074896015,2.8251529546920575,3.1033835112570682
21.52,17.29652559140504,2.8715383393042075,3.1187104824920313
21.56,17.29164737224521,2.9171056784846496,3.1339273580629525
21.6,17.286761260328706,2.9618712882641165,3.149028713380754
21.64,17.281866071338605,3.005844550519858,3.164009689411771
21.68,17.276961119473295,3.0490249342313724,3.1788667261106234
21.72,17.27205111695224,3.0914098793381473,3.193594743675949
21.76,17.267150652418827,3.1329974842213213,3.2081878565059325
21.8,17.26227459285798,3.1737851646298236,3.222640521154496
21.84,17.257443600025855,3.2137716581290707,3.236946798610431
21.88,17.252679414768796,3.2529553367854342,3.2511033766591377
21.92,17.247997182267312,3.2913329225727628,3.265106972330201
21.96,17.24340778199507,3.3289089097645217,3.2789540644077175
22.0,17.238912416515035,3.36568602148439,3.2926426769733266
22.04,17.23451643115975,3.401657990443028,3.306168984912837
22.080000000000002,17.230231248953977,3.4368213286261113,3.3195287773549973
22.12,17.226062192571433,3.471181014080869,3.3327208155773684
22.16,17.221647303067574,3.504576059240311,3.3457293087087074
22.2,17.216187474034914,3.536646580785382,3.3584895636391106
22.240000000000002,17.209132269557113,3.567149743503279,3.370934779856552
22.28,17.199650849228796,3.5958844637192904,3.382920639897438
22.32,17.186651807768754,3.6227471799677518,3.3942186752038355
22.36,17.169356416118507,3.6476795337789736,3.4046202431552772
22.400000000000002,17.147205615783307,3.6706844820993316,3.4139488929232487
22.44,17.11986539589156,3.69178354547162,3.4220912218320145
22.48,17.08716847906686,3.71103577154927,3.4289894715532365
22.52,17.04912246515934,3.7285044362088717,3.4346497806974123
22.56,17.005848771318234,3.744275942178821,3.439122785102734
22.6,16.95758289734129,3.7584420301585078,3.442498848776568
22.64,16.90463857444273,3.771108603293677,3.444892645239386
22.68,16.847400592052153,3.782385257768317,3.4464350004096764
22.72,16.786296551319207,3.792385247395836,3.4472584519932115
22.76,16.721794959291454,3.801223017740173,3.447494387835402
22.8,16.654368764154874,3.8090238219095864,3.4472625574312006
22.84,16.58449286041392,3.8159065726591708,3.446669664348644
22.88,16.512455196486435,3.8219272826393267,3.4470772437627777
22.92,16.438989258015045,3.8264808514585558,3.4492424901516685
22.96,16.365345976288033,3.8282443672851145,3.452615814764881
23.0,16.292605230103323,3.82651555391668,3.4567986270996287
23.04,16.221859455181786,3.82095085595163,3.4615722775199727
23.080000000000002,16.153895274416183,3.811417654098974,3.4667535297780994
23.12,16.089354450036325,3.7978647885042975,3.472156303277237
23.16,16.02864328533871,3.7803693216625747,3.4776609143682005
23.2,15.972043809913071,3.7590552000006827,3.483175352618758
23.240000000000002,15.91965728385813,3.734129308151458,3.48867010224434
23.28,15.871485295411448,3.7058279941526666,3.494148387967878
23.32,15.82739449724026,3.6744484721379655,3.4996582574381834
23.36,15.787189456532012,3.6403019858413663,3.5052617054224418
23.400000000000002,15.750573858125897,3.603726646853208,3.5110414979290825
23.44,15.71720411280873,3.565059026722552,3.5170816851963895
23.48,15.686675982514299,3.524633408963941,3.523464578386207
23.52,15.658559604218604,3.4827586587763784,3.530259905122709
23.56,15.63238841310047,3.4397267511436804,3.5375241738207985
23.6,15.607698840204305,3.395805518467153,3.545296366783534
23.64,15.584035629767758,3.351242009186352,3.553596240305535
23.68,15.560971675378529,3.3062535631236645,3.562428301277898
23.72,15.538097645868483,3.261031765963535,3.571783413820223
23.76,15.515043298609287,3.215733053959976,3.58164145852941
23.8,15.491480167204804,3.1704918329383407,3.5919734469803672
23.84,15.467135169365568,3.125417082579675,3.6027487066204484
23.88,15.441794425370437,3.080598031696963,3.6139359741561368
23.92,15.415306765410124,3.036090786177058,3.625505009607763
23.96,15.387571135610571,2.991921452664116,3.6374295479375087
24.0,15.358532027650753,2.9480961378413673,3.6496880020137006
24.04,15.32817434681712,2.9046055991962665,3.6622625156703816
24.080000000000002,15.296534837822861,2.861423914247017,3.675141074041688
24.12,15.26369099783791,2.8185144265844553,3.688315569133459
24.16,15.229755355290559,2.7758323406262817,3.7017807840433057
24.2,15.194870135062748,2.733336273166527,3.715533208301661
24.240000000000002,15.15920400475851,2.6909797543841925,3.729570957303418
24.28,15.122933611033126,2.64871942346996,3.7438903239551693
24.32,15.086245362369691,2.6065138163306063,3.758486253919591
24.36,15.049346323060053,2.564319076975797,3.7733522957155654
24.400000000000002,15.012452104520564,2.5220929617668855,3.788478762340786
24.44,14.975777924048863,2.479802619715563,3.8038527780758633
24.48,14.939536225161842,2.4374270461732106,3.8194584443381885
24.52,14.903924815296815,2.394958990998379,3.8352801194485475
24.560000000000002,14.869130030835057,2.352408274931598,3.851300219735343
24.6,14.835329256321344,2.309785321580756,3.8674975652805537
24.64,14.802671007238738,2.267090819870106,3.883851151230743
24.68,14.77127735782582,2.2243235247010578,3.9003405228152785
24.72,14.74124195107354,2.181481971712372,3.916946946960728
24.76,14.71263342694807,2.1385782077371966,3.9336543589710096
24.8,14.685498320415483,2.095632102081869,3.950448222406119
24.84,14.65987127869129,2.052680613318346,3.9673143267001874
24.88,14.635771196962857,2.0097621293106656,3.984240556801281
24.92,14.613194218001727,1.966913522569074,4.001215448138341
24.96,14.59211157793816,1.9241708483269544,4.01823081368471
25.0,14.572477986060168,1.8815702584296339,4.035279636101646
25.04,14.554231641767693,1.8391449407326843,4.052355860422799
25.080000000000002,14.537302884273686,1.796929498167196,4.069454137232651
25.12,14.521620384599073,1.7547961437237194,4.086570432478936
25.16,14.50710893127854,1.7124244010366825,4.103694845366663
25.2,14.493682419077855,1.6695988302012998,4.120817942992421
25.240000000000002,14.481257245238039,1.6261371799581197,4.137927334789624
25.28,14.469742124077154,1.5819322629087493,4.155012778069752
25.32,14.459048296915048,1.536908152378926,4.172065326433373
25.36,14.44909071064036,1.4910485376168705,4.189077703129057
25.400000000000002,14.439786885149436,1.4443502698002413,4.206041754789917
25.44,14.43105071779286,1.3968420705078946,4.2229521215599295
25.48,14.422803524632064,1.348564346135069,4.239803852864254
25.52,14.414961549783538,1.2995816721382112,4.256594733138418
25.560000000000002,14.407451983875402,1.2499674865665396,4.273322405148604
25.6,14.400208172149597,1.1998067243507398,4.289983949592866
25.64,14.393175050175062,1.149189158063296,4.306578050758909
25.68,14.386296801040592,1.0983727728198265,4.323106311931253
25.72,14.379515797284553,1.0478143726987494,4.339568077249893
25.76,14.372775686860061,0.9978605200873059,4.355955805300077
25.8,14.366028906400434,0.9488164782530977,4.37225356329535
25.84,14.359242463426385,0.9009002633965507,4.388444259705152
25.88,14.352394903547003,0.8542945447389663,4.404507647473444
25.92,14.345475091409353,0.8091213169641754,4.420428642145464
25.96,14.338477377026441,0.7654663179615752,4.436148251427706
26.0,14.331405839817789,0.7231007105760807,4.451654099299737
26.04,14.324283068088382,0.6814423540401762,4.466976450568941
26.080000000000002,14.317128714242495,0.6400407717326033,4.482126514163094
26.12,14.309963907489944,0.5984943148778331,4.497099982826175
26.16,14.302816258745613,0.5565137533669707,4.51189064450681
26.2,14.295718152305842,0.5138484222761207,4.526487667422988
26.240000000000002,14.288694766243578,0.47032649894952894,4.540882635824282
26.28,14.281773959855135,0.4258146973105506,4.555067015935357
26.32,14.274990948469402,0.38025503791807636,4.56903633799869
26.36,14.268379050869102,0.33362162832812775,4.582788092764889
26.400000000000002,14.261970854333134,0.2859312136438599,4.59632307361463
26.44,14.2557953063582,0.23722331911627859,4.60964451921178
26.48,14.24987524439106,0.1875770202507077,4.622758361337127
26.52,14.244226247561178,0.1370893089127372,4.635671055819425
26.560000000000002,14.238855281732539,0.0858710792556295,4.648389982170494
26.6,14.233749018191794,0.03404287215976575,4.660923054703848
26.64,14.22889041030281,-0.0182645183077687,4.673278258224071
26.68,14.224263998514498,-0.07092844590434813,4.68556809253537
26.72,14.2196185770427,-0.12376383771079887,4.697855192054981
26.76,14.214415486654687,-0.17652469080788852,4.710121625606707
26.8,14.208262063042573,-0.22900746200056574,4.722344922746242
26.84,14.20082187657727,-0.28102968970910885,4.734491484663974
26.88,14.191878617298315,-0.33244482610549464,4.746531906190599
26.92,14.181263329706026,-0.383127942628261,4.7584374485415655
26.96,14.168895624543824,-0.43298625283415926,4.770187556839999
27.0,14.15472944968623,-0.48194616142060037,4.781764377900486
27.04,14.138788236131798,-0.5299589066942325,4.79316146485836
27.080000000000002,14.12111046936241,-0.5770035496632415,4.804375308321383
27.12,14.10177005706097,-0.6230792997951432,4.815408420559622
27.16,14.080855659859738,-0.6682103698721197,4.826268249615292
27.2,14.058490823621522,-0.7124333250285708,4.836964367419021
27.240000000000002,14.034805082595375,-0.7557881065939601,4.847506394114998
27.28,14.009766110025152,-0.7976786921365084,4.857841340729059
27.32,13.983129926788328,-0.8367457038391813,4.867749315487301
27.36,13.954786275959883,-0.8720688335514964,4.877042136555987
27.400000000000002,13.924665530969682,-0.9028863485578806,4.885499242315141
27.44,13.892774325557614,-0.9287457124862082,4.892981935019203
27.48,13.859143097137483,-0.9493100153518156,4.899369537756742
27.52,13.823857788590763,-0.9644567688844654,4.904623364057733
27.560000000000002,13.787017952045499,-0.9741464130279753,4.908735822434799
27.6,13.748749553548524,-0.9784938430353902,4.911757604663329
27.64,13.70918473644772,-0.9776731983557804,4.913761285355536
27.68,13.668472578127318,-0.9719675770068523,4.914854127392154
27.72,13.62674984426907,-0.961697610913134,4.915150168082329
27.76,13.584156694108215,-0.9472465106693342,4.914773844551335
27.8,13.540825081943469,-0.9290120522864157,4.913842961947097
27.84,13.496890245751768,-0.9074262985468822,4.91247386849575
27.88,13.452488138115863,-0.8829224024144587,4.910772040308184
27.92,13.407755025816662,-0.8559439605981982,4.9088301832472885
27.96,13.362814717269442,-0.8269062834967719,4.906724238863337
28.0,13.317772226007474,-0.7962077150136695,4.9045176990923585
28.04,13.272713484776615,-0.7642136797174417,4.902260096356751
28.080000000000002,13.22770435753142,-0.7312538787885369,4.8999886730976066
28.12,13.182791129862437,-0.6976072157770674,4.897732698907789
28.16,13.138011254180212,-0.6635145395447825,4.895514828352808
28.2,13.093384465514582,-0.6291742505158696,4.893325041583033
28.240000000000002,13.048946417753848,-0.594471677087577,4.891154502289321
28.28,13.004758997905792,-0.5589104371944729,4.888990588361345
28.32,12.960861098204292,-0.5221428604201258,4.886822283830579
28.36,12.91727739478924,-0.48385197108733646,4.884630594300053
28.400000000000002,12.874022975415333,-0.4438339180012967,4.8824061015998845
28.44,12.83110513931502,-0.4019117804054443,4.880137109559402
28.48,12.788517601599901,-0.3579900378233677,4.8778211494367385
28.52,12.746247062312078,-0.3119928277324907,4.875457492487216
28.560000000000002,12.704271830540922,-0.26390200662903585,4.873053403446086
28.6,12.662568062936172,-0.21371855308546653,4.870618451651853
28.64,12.621105613850954,-0.1614764779739353,4.868167665000013
28.68,12.579846971307676,-0.10721961403590033,4.865716380385753
28.72,12.538750552610205,-0.05101348755664629,4.863280682922629
28.76,12.497777854256883,0.007061099244769542,4.8608778514504625
28.8,12.456901001697325,0.06690658566243637,4.858567393652341
28.84,12.415993216096378,0.1280109530434958,4.856429643679482
28.88,12.374819020384521,0.18934936672815417,4.854520816339356
28.92,12.333217109863092,0.2501642205519203,4.852852190930185
28.96,12.291055063196751,0.3097811195675902,4.851393341547845
29.0,12.248254524511148,0.36773074639240727,4.850111973907842
29.04,12.204767504338083,0.4236191335380011,4.848963958868331
29.080000000000002,12.160582117932753,0.4772053518580787,4.847920447540988
29.12,12.115698742915685,0.5283126181340019,4.846956645572405
29.16,12.070146862320406,0.5768878575024184,4.846065810180075
29.2,12.023973081237648,0.6229293786307311,4.845248029817082
29.240000000000002,11.977242425907871,0.6665157214262141,4.844515682922415
29.28,11.929954273509836,0.7073262042296007,4.843814882949054
29.32,11.882032304344063,0.744560182910866,4.842981378450057
29.36,11.833460075155505,0.7777153045419397,4.841897757928157
29.400000000000002,11.78423791413149,0.8064115394307481,4.840457432427403
29.44,11.73440252236746,0.8304772923191025,4.838609068140096
29.48,11.684005623559827,0.8498222473755255,4.836322592610625
29.52,11.633128293663301,0.8645082249026212,4.8336148287853
29.560000000000002,11.581860926526687,0.8746622011001177,4.830523182153874
29.6,11.53030007600226,0.8805185517966544,4.827115482484582
29.64,11.478533608617528,0.8823569478777248,4.823465862670967
29.68,11.42664706267141,0.8805154675274709,4.819656933394198
29.72,11.374716559309853,0.8753435094309011,4.815768861661875
29.76,11.322819719716186,0.8672149522649121,4.811876934386048
29.8,11.271029103237042,0.8565010821075598,4.808047124238859
29.84,11.219417641752461,0.8435709443226838,4.8043366841114565
29.88,11.168056057709586,0.8287642824922976,4.800791066222561
29.92,11.117011268833513,0.8124013358367365,4.797447932900334
29.96,11.066348989019664,0.7947700355853997,4.794336158838347
30.0,11.016126992887411,0.7761405971376781,4.791476708268046
30.04,10.966394726904598,0.7567506053739929,4.788884569757483
30.080000000000002,10.917189037551152,0.7368078012090387,4.786523392647063
30.12,10.868549418343637,0.716216619659502,4.784362952759402
30.16,10.820526344116313,0.6945017088846859,4.782374591898326
30.2,10.773141580784335,0.6713252719540203,4.780533746531608
30.240000000000002,10.726397789488965,0.6463806239939963,4.778809062661771
30.28,10.680281173302893,0.6194733221662707,4.777179381296264
30.32,10.634772907094176,0.590432954466311,4.775622228502174
30.36,10.58984485527232,0.5591666400277586,4.774127483573911
30.400000000000002,10.545462835173732,0.5255980246209055,4.772685991373388
30.44,10.501585827895912,0.4897063927331126,4.77129734579084
30.48,10.458169408412498,0.4514927438532307,4.769964481135279
30.52,10.41516713766316,0.41099323393603626,4.768693223776489
30.560000000000002,10.372536731748122,0.3682527163699723,4.767490482854882
30.6,10.330249607675084,0.32335282794830283,4.766369056138268
30.64,10.28829436534169,0.27638870394993675,4.76534218107561
30.68,10.246661793114443,0.22746493887981514,4.764424303009635
30.72,10.205350210153618,0.1766921347601848,4.763630417527612
30.76,10.164368150374337,0.1242050290450131,4.76297585211978
30.8,10.123729146043495,0.0701446646637965,4.762474151820961
30.84,10.0834470623469,0.014657732820119087,4.762140227863939
30.88,10.043540899485075,-0.04211546300618747,4.761987413713125
30.92,10.004035098305192,-0.10003677208172233,4.762078204557424
30.96,9.964872289178642,-0.15859938591569023,4.762472610921827
31.0,9.925897241235504,-0.21684207855468293,4.763185041383291
31.04,9.887003576902156,-0.2740634043319112,4.7641995921986
31.080000000000002,9.8481027952875,-0.32964976103916155,4.76546594160859
31.12,9.809151118757429,-0.38317731818792905,4.766936155648727
31.16,9.769975592215877,-0.4339449131883673,4.7684947435829
31.2,9.73026566644081,-0.480976916287029,4.769931711878591
31.240000000000002,9.6898037891871,-0.5236030163071473,4.771063945197378
31.28,9.648407107633497,-0.5613441200548787,4.771728781321241
31.32,9.605967187314606,-0.5939361062843043,4.771825749915925
31.36,9.562409720019515,-0.6212523901825542,4.771296492535012
31.400000000000002,9.517714621550438,-0.6433199756707724,4.770137278010177
31.44,9.471899602027118,-0.6602672039055988,4.768381785611782
31.48,9.425023987484224,-0.6723346310875083,4.7661053227524555
31.52,9.377168585527226,-0.6798363793107055,4.763403533663558
31.560000000000002,9.32843123297382,-0.6831545830395911,4.760383437043871
31.6,9.278916797456075,-0.6826970052617581,4.757150287769413
31.64,9.228751147521676,-0.6788954242108445,4.75380545632707
31.68,9.178069370704291,-0.6721910704869537,4.750440202229883
31.720000000000002,9.127017552178657,-0.6630237967959618,4.747133427736011
31.76,9.075745278015283,-0.6518023085683176,4.743947678477904
31.8,9.024403013047245,-0.6389129499288234,4.740932330900106
31.84,8.973132049479627,-0.6247097014814774,4.738124418670691
31.88,8.922056805340294,-0.6095191197566143,4.735501502931523
31.92,8.871297719709498,-0.5933485780864645,4.733037622740147
31.96,8.820968195864495,-0.5758282815608502,4.7307052489459345
32.0,8.771161409517674,-0.5567220739106226,4.728486663257217
32.04,8.721951666247142,-0.535824563340002,4.726361856480111
32.08,8.673395390697834,-0.513035494376692,4.724320782406662
32.12,8.625535788092341,-0.4882732016003065,4.722355629919167
32.160000000000004,8.578401546820182,-0.4615100908094436,4.720466012652242
32.2,8.53200508418994,-0.432735205635597,4.718652752637022
32.24,8.486346695891678,-0.40198637140679006,4.716923321958532
32.28,8.441418877019666,-0.3693087932137295,4.7152866895352235
32.32,8.397203227114876,-0.3347678192875611,4.713754814514735
32.36,8.353667714765432,-0.2984169085344285,4.71233982323859
32.4,8.310772442952576,-0.26033491511455925,4.711055166833298
32.44,8.268474960673275,-0.22060962927569422,4.709913405278235
32.480000000000004,8.226730792759517,-0.179343813679809,4.708927143319842
32.52,8.185498590883471,-0.13664573363110963,4.708109786928608
32.56,8.144732792784865,-0.09262340084912386,4.707474343052056
32.6,8.104371948899114,-0.04737486877243638,4.7070334241407155
32.64,8.064354896925911,-0.0009954761920210064,4.70679718728499
32.68,8.024637795904669,0.046420403870673255,4.706774184880229
32.72,7.9851854920189,0.09477633770028128,4.7070260563986634
32.76,7.945895259718678,0.143618197503701,4.707606963272464
32.8,7.906592366481167,0.19204471804115683,4.708518635792975
32.84,7.867151940209002,0.2394108800066161,4.709738632201458
32.88,7.827469055228084,0.2851579480145819,4.711215868564877
32.92,7.787496394139978,0.3289701084138376,4.71257915698001
32.96,7.747108415157677,0.37032843137847393,4.713560000613274
33.0,7.70608990084762,0.40850507456721175,4.714038605937806
33.04,7.664302588199703,0.4430036982680982,4.713919670376181
33.08,7.621652184676396,0.4734883139441207,4.713133366363231
33.12,7.5780874625331975,0.4997985648710661,4.711651634772275
33.160000000000004,7.533572057415003,0.5218834587197274,4.7094736301067135
33.2,7.48809979220134,0.5398161829387934,4.706634397337213
33.24,7.4416976648889595,0.5537454748314989,4.703189095604039
33.28,7.394424133975025,0.5638985896984464,4.699211870982624
33.32,7.346354673452428,0.5705476700882215,4.694787388467569
33.36,7.297582779422861,0.5740111419647269,4.690005403140306
33.4,7.248209072867386,0.5746198470329736,4.6849507577290765
33.44,7.198359496107438,0.5727219160639193,4.679704523405364
33.480000000000004,7.148160579647957,0.5686645772813165,4.67433817349581
33.52,7.0977376217118175,0.5627936731309637,4.668913526159425
33.56,7.047214033769535,0.5554375578972603,4.6634829290966175
33.6,6.996708827402836,0.5469130831552981,4.658088557190108
33.64,6.946328065815645,0.5375098847804534,4.652765988124426
33.68,6.896179317246779,0.527489937396396,4.647542258048179
33.72,6.84635960013607,0.5170679724152902,4.642416661628032
33.76,6.796953361459649,0.5061597705624055,4.637384971048578
33.8,6.74804331837712,0.49432350712903217,4.632433869527073
33.84,6.699710941522494,0.4812653125423187,4.62755351490076
33.88,6.652029361590755,0.46670454115801263,4.622725821566688
33.92,6.605052590506126,0.45046219602445015,4.617940969068755
33.96,6.558817489009749,0.4323820442891485,4.613188178484356
34.0,6.513342320620777,0.4123780754565197,4.608464277485398
34.04,6.4686344744534345,0.3903753199512068,4.603767940763232
34.08,6.424693672376273,0.3663485407468495,4.599103632383799
34.12,6.381506201296912,0.34028620347843164,4.594477181346848
34.160000000000004,6.339047228029771,0.31221756275427986,4.589900313087835
34.2,6.297291986704852,0.2821891564473593,4.585386135131128
34.24,6.256211160858574,0.2502745190594838,4.580948366541559
34.28,6.215769522555308,0.21653888179073863,4.576598911678405
34.32,6.1759264546818295,0.18106135588129982,4.572352010522073
34.36,6.136638751823108,0.14392217312325775,4.568222447831503
34.4,6.097864076490625,0.10520520042786657,4.5642241163351365
34.44,6.059557058513771,0.06499252119492781,4.560370180461952
34.480000000000004,6.021674440940363,0.023378407836961438,4.556672939229865
34.52,5.984187128294031,-0.019547968998832495,4.553143297736434
34.56,5.947024150021109,-0.06342028472011342,4.546621860354055
34.6,5.910136875856885,-0.10809326598455973,4.535382427879233
34.64,5.87351466201141,-0.15370716980719917,4.519686093878766
34.68,5.837153073302362,-0.2003443837287738,4.499790112314796
34.72,5.8010480750798825,-0.24806634148295484,4.47594703354398
34.76,5.765195013644898,-0.29689726355745744,4.448407861451703
34.800000000000004,5.729599504783634,-0.3468445844853932,4.41741703054981
34.84,5.694266583468882,-0.3978898834402281,4.383215780582896
34.88,5.659204427553409,-0.4500092935621416,4.346038983078178
34.92,5.624434623814577,-0.5031577660527199,4.306117004793145
34.96,5.589973660684247,-0.5572798585558774,4.2636731093123155
35.0,5.555833394173286,-0.6123122438601413,4.218923929021461
35.04,5.522026052303508,-0.6681932744157428,4.17207706960153
35.08,5.488566028813244,-0.7248556601018932,4.1233326002459565
35.12,5.455461818419413,-0.7822240805790222,4.072881868415169
35.160000000000004,5.42272195794907,-0.8402202825307226,4.0209074341585245
35.2,5.390345820854625,-0.8987626211144252,3.967584935137435
35.24,5.358331234592165,-0.9577727726064016,3.913081341500907
35.28,5.3266823558717356,-1.0171811067879137,3.8575553329488557
35.32,5.295409345929981,-1.0769173367185656,3.8011587861097866
35.36,5.264528217108352,-1.1369170777544666,3.7440360722627806
35.4,5.234060012093756,-1.1971317522990141,3.6863245090216985
35.44,5.204027368271587,-1.2575233868724056,3.6281519850604655
35.480000000000004,5.174447369372919,-1.3180659491924942,3.569638593455823
35.52,5.1453391239830575,-1.3787391705720227,3.5108967194344345
35.56,5.11672311758788,-1.4395260388628042,3.452032028793664
35.6,5.088612841124353,-1.500409656450865,3.393145255671859
35.64,5.0610242727703785,-1.5613744608770521,3.3343309509532117
35.68,5.033971721329356,-1.6224108890254707,3.275678943214901
35.72,5.007464973629338,-1.6834985663641209,3.2172733103733213
35.76,4.981502503724015,-1.7446126199098524,3.1591923077091955
35.800000000000004,4.956073923535564,-1.8057334548623174,3.1015099881575545
35.84,4.93116468890969,-1.8668400671320036,3.0442934797968872
35.88,4.90676925828974,-1.9279140602954676,2.98760493265612
35.92,4.8828848300878755,-1.9889350616995436,2.9315025964427166
35.96,4.859499807537761,-2.049865425703689,2.876039083335701
36.0,4.836604000490731,-2.110653235483851,2.8212638885193995
36.04,4.814186373137565,-2.1712467001114857,2.7672216754576855
36.08,4.792230048835785,-2.2315917396982474,2.713951332408588
36.12,4.77071616159496,-2.2916361938261733,2.661490046884966
36.160000000000004,4.74961765091924,-2.351323966016508,2.609871711843416
36.2,4.728904929354267,-2.410596916753711,2.559126535121517
36.24,4.708548907928764,-2.4694061550277593,2.50927927255569
36.28,4.6885229268848185,-2.527709053175924,2.46035058349517
36.32,4.668800136617,-2.5854634965464607,2.412358361626155
36.36,4.649357165870158,-2.6426354819035796,2.3653192403548116
36.4,4.630168869475543,-2.6992055771309493,2.3192453431545865
36.44,4.611213477068888,-2.755157731974977,2.274145176885989
36.480000000000004,4.59247752977034,-2.810480278190124,2.230025380099621
36.52,4.573946476794146,-2.8651653447887173,2.186890390957989
36.56,4.555603334725045,-2.919191218845492,2.144743666085487
36.6,4.537424838862213,-2.9725390429548155,2.103585610509769
